label,group,description,value,unit,rationale,reference,link
Ass_E_S_local_pv_park_ratio_invest_to_power_2020,ud,Investitionskosten PV Freifläche 2020,648.0,,,"Fraunhofer ISE -  WEGE ZU EINEM KLIMANEUTRALEN
ENERGIESYSTEM
- Anhang zur Studie Seite 7",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_E_S_local_pv_park_ratio_invest_to_power_2030,ud,Investitionskosten PV Freifläche  (Mittelwert 2020 bis 2050),511.57142857142856,,"Da das Zieljahr nicht feststeht wurde der Mittelwert aus 2030, 2035 und 2040 genommen. ","Fraunhofer ISE -  WEGE ZU EINEM KLIMANEUTRALEN
ENERGIESYSTEM
- Anhang zur Studie Seite 7",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_E_P_local_pv_park_mro_per_year,ud,M/O-Kosten Photovoltaik Freifläche,0.02,,Wert bezieht sich auf Investitionskosten. M/O Kosten pro Jahr,"Fraunhofer ISE -  WEGE ZU EINEM KLIMANEUTRALEN
ENERGIESYSTEM
- Anhang zur Studie Seite 7",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_E_P_local_pv_agri_ratio_invest_to_power,ud,Investitionskosten Agrar-PV,1294.0,,"siehe auch https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/APV-Leitfaden.pdf, S. 23/24",Schindele et al. (2020) Tabelle 7,https://doi.org/10.1016/j.apenergy.2020.114737
Ass_E_P_local_pv_agri_mro_per_year,ud,M/O-Kosten Agrar-PV,0.0126,,Wert bezieht sich auf Investitionskosten. M/O Kosten pro Jahr,Schindele et al. (2020) Tabelle 8,https://doi.org/10.1016/j.apenergy.2020.114737
Ass_E_P_local_pv_agri_power_installable,ud,Installierbare Leistung Agrar-PV Deutschland gesamt,1700000.0,,Schätzung gemäß Fraunhofer ISE,Aktuelle Fakten zur Photovoltaik S. 38,https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/aktuelle-fakten-zur-photovoltaik-in-deutschland.pdf
Ass_E_P_local_pv_park_area_pct_of_available,ud,Für PV-Freifläche nutzbarer Anteil,0.008848328023963644,,Restriktionsfrei nutzbare Fläche in Deutschland: 3164 km^2,"ISE 2021, S. 40",
Ass_E_P_local_pv_roof_area_building1,ud,Durchschnittliche PV Fläche Gebäude mit 1 Wohnung/100m² Grundfläche,85.0,,"Aufgrund der unterschiedlichen Geschosszahlen und unter Berücksichtigung von überdachten Teilbereichen, die nicht zur Wohnfläche zählen (z. B. Treppenhäuser) wurde die Dachfläche der verschiedenen Gebäudetypen abgeschätzt.",Räumlich differenzierte Flächenpotentiale für erneuerbare Energien in Deutschland S. 94 ff. ,
Ass_E_P_local_pv_roof_area_building2,ud,Durchschnittliche PV Fläche Gebäude mit 2 Wohnungen/100m² Grundfläche,66.0,,"Aufgrund der unterschiedlichen Geschosszahlen und unter Berücksichtigung von überdachten Teilbereichen, die nicht zur Wohnfläche zählen (z. B. Treppenhäuser) wurde die Dachfläche der verschiedenen Gebäudetypen abgeschätzt.",Räumlich differenzierte Flächenpotentiale für erneuerbare Energien in Deutschland S. 94 ff. ,
Ass_E_P_local_pv_roof_area_building3,ud,Durchschnittliche PV Fläche Gebäude mit 3 oder mehr Wohnungen/100m² Grundfläche,33.0,,"Aufgrund der unterschiedlichen Geschosszahlen und unter Berücksichtigung von überdachten Teilbereichen, die nicht zur Wohnfläche zählen (z. B. Treppenhäuser) wurde die Dachfläche der verschiedenen Gebäudetypen abgeschätzt.",Räumlich differenzierte Flächenpotentiale für erneuerbare Energien in Deutschland S. 94 ff. ,
Ass_E_P_local_pv_roof_area_buildingD,ud,Durchschnittliche PV Fläche Wohnheim/100m² Grundfläche,33.0,,"Aufgrund der unterschiedlichen Geschosszahlen und unter Berücksichtigung von überdachten Teilbereichen, die nicht zur Wohnfläche zählen (z. B. Treppenhäuser) wurde die Dachfläche der verschiedenen Gebäudetypen abgeschätzt.",Räumlich differenzierte Flächenpotentiale für erneuerbare Energien in Deutschland S. 94 ff. ,
Ass_E_P_local_pv_roof_potential,ud,mögliches PV Potential einer Dachfläche,0.38,,"Bei einem Modulwirkungsgrad von 14 bis 15 % werden zur Installation einer Anlagenleistung von 1 KW ca. 7 m² geneigte Dachfläche benötigt. Aus der Literatur [Everding 2007] lässt sich ableiten, dass rund 38 % der vorhandenen Dächer auch solar nutzbar sind. (Der Bestand ist hierbei nicht berücksichtigt)",Räumlich differenzierte Flächenpotentiale für erneuerbare Energien in Deutschland S. 202 ,
Ass_E_P_local_pv_roof_ratio_power_to_area_ha,ud,PV Dach/Freifläche/Agrar MWp pro ha Modulfläche,1.7,,"Laut Quelle erreichen Module eine nominelle Leistung von 0,2 kWp/qm = 2 MWp/ha, die noch mit der ""performance ratio"" von 0,8-0,9 multipliziert werden müssen. Beim Mittelwert von 0,85 ergeben sich 1,7 MWp/qm","S. 41 ""Aktuelle Fakten zur Photovoltaik in Deutschland""",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/aktuelle-fakten-zur-photovoltaik-in-deutschland.pdf
Ass_E_P_local_pv_roof_mro_per_year,ud,M/O-Kosten Photovoltaik Dach,0.02,,Wert bezieht sich auf Investitionskosten. M/O Kosten pro Jahr,Fraunhofer ISE (2020) WEGE ZU EINEM KLIMANEUTRALEN ENERGIESYSTEM - Anhang zur Studie Tabelle 6 Seite 7,https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_E_P_local_pv_roof_ratio_invest_to_power_2020,ud,Investitionskosten PV Dach 2020,976.0,€/kWel,,"Fraunhofer ISE -  WEGE ZU EINEM KLIMANEUTRALEN
ENERGIESYSTEM
- Anhang zur Studie Seite 7",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_E_P_local_pv_roof_ratio_invest_to_power_2030,ud,Investitionskosten PV Dach (Mittelwert 2020 bis 2050),701.2857142857143,,"Da das Zieljahr nicht feststeht wurde der Mittelwert aus 2030, 2035 und 2040 genommen. ","Fraunhofer ISE -  WEGE ZU EINEM KLIMANEUTRALEN
ENERGIESYSTEM
- Anhang zur Studie Seite 7",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_E_P_lcoal_pv_facade_potential,ud,Annahme_S_PV_Fläche_Fassadenphotovoltaik,220000.0,,2.200 km² Nettofassadenfläche in Deutschland,Eggers_2020_PV-Ausbauerfordernisse versus Gebäudepotenzial Seite 18,https://www.researchgate.net/profile/Tilmann_Kuhn/publication/344376094_PV-Ausbauerfordernisse_versus_Gebaudepotenzial_Ergebnis_einer_gebaudescharfen_Analyse_fur_ganz_Deutschland/links/5f6dbc88458515b7cf4c66a6/PV-Ausbauerfordernisse-versus-Gebaeudepotenzial-Ergebnis-einer-gebaeudescharfen-Analyse-fuer-ganz-Deutschland.pdf
Ass_E_P_local_pv_facade_potential_usable,ud,Nutzbarer Anteil des Flächenpotentials für Fassaden-PV,1.0,,Die Quelle gibt bereits die nutzbare Nettofassadenfläche=Modulfläche an,Eggers_2020_PV-Ausbauerfordernisse versus Gebäudepotenzial Seite 18,https://www.researchgate.net/profile/Tilmann_Kuhn/publication/344376094_PV-Ausbauerfordernisse_versus_Gebaudepotenzial_Ergebnis_einer_gebaudescharfen_Analyse_fur_ganz_Deutschland/links/5f6dbc88458515b7cf4c66a6/PV-Ausbauerfordernisse-versus-Gebaeudepotenzial-Ergebnis-einer-gebaeudescharfen-Analyse-fuer-ganz-Deutschland.pdf
Ass_E_P_local_pv_facade_full_load_hours,ud,Annahme_S_PV_Volllaststunden_Fassadenphotovoltaik,600.0,,600 Volllaststunden bei Fassadenphotovoltaik,Eggers_2020_PV-Ausbauerfordernisse versus Gebäudepotenzial Seite 18,https://www.researchgate.net/profile/Tilmann_Kuhn/publication/344376094_PV-Ausbauerfordernisse_versus_Gebaudepotenzial_Ergebnis_einer_gebaudescharfen_Analyse_fur_ganz_Deutschland/links/5f6dbc88458515b7cf4c66a6/PV-Ausbauerfordernisse-versus-Gebaeudepotenzial-Ergebnis-einer-gebaeudescharfen-Analyse-fuer-ganz-Deutschland.pdf
Ass_E_P_local_pv_facade_ratio_power_to_area_ha,ud,Annahme_S_PV_Fassade_MWp_pha,0.6,,Installierbare Leistung Fassadenphotovoltaik pro ha Modulfläche,"Wert für amorphes Silizium (Dünnschichtmodule, die bei Fassadenn-PV verwendet werden). Nach  Volker Quaschning: Erneuerbare Energien und Klimaschutz. 4. Auflage, München 2018, S. 134, zitiert bei Wikipedia",https://de.wikipedia.org/wiki/Photovoltaik#Nennleistung_und_Ertrag
Ass_E_S_local_pv_facade_ratio_invest_to_power,ud,Investitionskosten PV Fassade,3000.0,,"Abschätzung aus Ertrag 80 kWh/(qm*a), 600 Volllaststunden/a und Kosten 400€/qm (grobe Angaben der Quelle): Wert scheint sehr hoch? Eine andere Quelle liefert etwa 2400€/KWp -> https://www.energie-experten.org/erneuerbare-energien/solarenergie/solaranlage/photovoltaik-fassade","Bessere Quelle sollte noch gesucht werden, insbesondere auch für Kostenentwicklung",https://www.energie-experten.org/erneuerbare-energien/solarenergie/solaranlage/photovoltaik-fassade
Ass_E_P_renew_geoth_mro_per_MWh,ud,M&O-Kosten geothermische Stromerzeugung,18.0,,,"Patrick Friedrich: ""Analyse der Kostenstruktur verschiedener Erneuerbare-Energien-Technologien"", Bachelor-Arbeit, Univ. St. Gallen, 2015, p. 43",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwid2OGZvYHzAhXCg_0HHQDBD2EQFnoECAMQAQ&url=https%3A%2F%2Fiorcf.unisg.ch%2F-%2Fmedia%2Fdateien%2Finstituteundcenters%2Fiorcf%2Fabschlussarbeiten%2Ffriedrich-2015-ba--analyse-der-kostenstruktur-verschiedener-erneuerbareenergientechnologien.pdf%3Fla%3Dde%26hash%3D1D12750F929F19307F7915D9609E644585B00EC3&usg=AOvVaw3xujeDI_nJ40RP2T9s2jRK
Ass_E_P_renew_geoth_invest,ud,Mittlere Investitionskosten geothermische Stromerzeugung,2900.0,,,"Patrick Friedrich: ""Analyse der Kostenstruktur verschiedener Erneuerbare-Energien-Technologien"", Bachelor-Arbeit, Univ. St. Gallen, 2015, p. 43",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwid2OGZvYHzAhXCg_0HHQDBD2EQFnoECAMQAQ&url=https%3A%2F%2Fiorcf.unisg.ch%2F-%2Fmedia%2Fdateien%2Finstituteundcenters%2Fiorcf%2Fabschlussarbeiten%2Ffriedrich-2015-ba--analyse-der-kostenstruktur-verschiedener-erneuerbareenergientechnologien.pdf%3Fla%3Dde%26hash%3D1D12750F929F19307F7915D9609E644585B00EC3&usg=AOvVaw3xujeDI_nJ40RP2T9s2jRK
Ass_E_P_renew_geoth_power_installable,ud,Potential geothermische Stromerzeugung Deutschland,5711.437335670465,,Die in der Quelle angegebenen MWh technisches Potential werden durch die aus der tatsächlichen Stromerzeugung abgeleiteten Volllaststunden geteilt (Fakten!D231: 4564 h/a).,,https://www.foederal-erneuerbar.de
Ass_E_P_renew_geoth_power_to_be_installed_2035,ud,Ausbaugrad Stromerzeugung aus Geothermie 203X (% des Potentials) ,0.7,,Investionskosten hoch im Vergleich zu anderen EE,,
Ass_E_P_local_hydro_mro_per_MWh,ud,M/O-Kosten Wasserkraftwerk,23.8,,gewichtetes Mittel aus Tabelle 16. Die Gewichtung wurden anhand der installierten Leistung nach den Tabellen 4 und 5 vorgenommen. ,"Marktanalyse zur Vorbereitung von Ausschreibungen, Tabelle 4, 5 und 16",https://www.erneuerbare-energien.de/EE/Redaktion/DE/Downloads/bmwi_de/marktanalysen-studie-wasserkraft.pdf?__blob=publicationFile&v=4
Ass_E_P_fossil_coal_black_mro_per_MW,ud,M/O-Kosten Steinkohlekraftwerk,35500.0,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus M&O-Kosten min und max","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 10 ",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_E_P_fossil_coal_brown_mro_per_MW,ud,M/O-Kosten Braunkohlekraftwerk,39000.0,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus M&O-Kosten min und max","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 10 ",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_E_P_fossil_coal_black_cost_fuel_per_MWh,ud,Energiekosten Steinkohle,9.0,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus fuel-costs min und max. Dies ist der thermische Wert, welcher noch durch den Wirkungsgrad dividiert werden muss. ","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 10 ",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_E_P_fossil_coal_brown_cost_fuel_per_MWh,ud,Energiekosten Braunkohle,5.0,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus fuel-costs min und max. Dies ist der thermische Wert, welcher noch durch den Wirkungsgrad dividiert werden muss. ","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 10 ",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_E_P_fossil_coal_black_efficiency,ud,Wirkungsgrad Steinkohlekraftwerk,0.45,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus electrical efficiency min und max. ","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 10 ",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_E_P_fossil_nuclear_mro_per_MW,ud,M/O-Kosten Kernkraftwerk,40000.0,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus M&O-Kosten min und max. ","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 10 ",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_E_P_fossil_nuclear_cost_fuel_per_MWh,ud,Energiekosten Kernkraft,7.5,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus fuel-costs min und max. Dies ist der thermische Wert, welcher noch durch den Wirkungsgrad dividiert werden muss. ","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 11",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_E_P_fossil_nuclear_efficiency,ud,Wirkungsgrad Kernkraftwerk,0.345,,"Berechnung aus ""Levelised Cost of Electricity"" Issue 2015 von VGB Powertech. Mittelwert aus electrical efficiency min und max. ","Levelised Cost of Electricity Issue 2015 von VGB Powertech
Tabelle auf Seite 11",https://web.archive.org/web/20200408085821/https://www.vgb.org/en/lcoe2015.html?dfid=74042
Ass_F_P_electrolysis_efficiency,ud,Elektrolyse Wirkungsgrad (best case),0.75,,,"""E-fuels im Verkehrssektor"", Oeko-Institut (2020), p. 12",https://www.oeko.de/fileadmin/oekodoc/E-Fuels-im-Verkehrssektor-Hintergrundbericht.pdf
Ass_F_P_electrolysis_full_load_hours,ud,Elektrolyseur Volllaststunden/Jahr,2300.0,h/a,"Studie NOW-GmbH 2018, Szenario S3"," Abb. 5-11, S. 74",https://www.dwv-info.de/wp-content/uploads/2019/06/NOW-Elektrolysestudie-2018.pdf
Ass_S_power_to_x_invest_per_power,ud,Power-to-Methanol-to-Gasoline (inkl. CO2-Abtrennung aus der Luft) Investitionen,1117571.4285714286,€/MWel,,"Fraunhofer - Anhang Studie Wege zu einem klimaneutralen Energiesystem, S.9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_S_power_to_x_efficiency,ud,Power-to-Methanol-to-Gasoline (inkl. CO2-Abtrennung aus der Luft) Wirkungsgrad,0.45885714285714285,%,,"Fraunhofer - Anhang Studie Wege zu einem klimaneutralen Energiesystem, S.9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_S_power_to_x_full_load_hours2,ud,Vollaststunden EE-Gas Anlage,2500.0,h/a,"Für eine Stromversorgung mit einem hohen Anteil fluktuierender Stromerzeugung im Jahr 2050 ergeben sich abhängig von den getroffenen Annahmen aus den in Tabelle 11 dargestellten Studien VLS von 1.433 pro Jahr (BMU, 2010) bis zu ~3.000 pro Jahr (Sterner, 2011). Belastbare Ergebnisse für 2030 und 2040 sind insbesondere in der Leitstudie 2011 enthalten (BMU, 2012). Auf dieser Basis lässt sich eine jährliche Volllaststundenzahl von rund 2.500 als notwendiger Systembeitrag zur Stabilisierung der Stromversorgung in Deutschland ableiten.","Analyse der Kosten
Erneuerbarer Gase
Eine Expertise für den
Bundesverband Erneuerbare Energie,
den Bundesverband Windenergie
und den Fachverband Biogas
Auftraggeber:
Bundesverband Erneuerbare Energie e.V.
Auftragnehmer:
Ludwig-Bölkow-Systemtechnik GmbH",https://www.bee-ev.de/fileadmin/Publikationen/Studien/Plattform/BEE-Plattform-Systemtransformation_EE-Gase.pdf
Ass_S_methan_invest_per_power,ud,Methanisierung (inkl. Elektrolyse und CO2-Abtrennung aus der Luft) Investitionen,1217571.4285714286,€/MWel,,"Frauenhofer - Anhang Studie Wege zu einem klimaneutralen Energiesystem, S.9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_S_methan_efficiency,ud,Methanisierung (inkl. Elektrolyse und CO2-Abtrennung aus der Luft) Wirkungsgrad,0.6055714285714285,%,,"Frauenhofer - Anhang Studie Wege zu einem klimaneutralen Energiesystem, S.9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_S_electrolyses_invest_per_power,ud,Elektrolyse (MIX PEM/AEL/HTEL) Investitionen,597857.1428571428,€/MWel,,"Frauenhofer - Anhang Studie Wege zu einem klimaneutralen Energiesystem, S.9",https://www.ise.fraunhofer.de/content/dam/ise/de/documents/publications/studies/Anhang-Studie-Wege-zu-einem-klimaneutralen-Energiesystem.pdf
Ass_S_constr_renew_gas_pct_of_wage_2017,ud,Personalkostenanteil an Investitionen in EE-Gas Anlagen (geklaut aus dem Industriebereich),0.255,,"Das Bauhauptgewerbe umfasst WZ 41.2 (Bau von Gebäuden), WZ 42 (Tiefbau), ZW 43.1 (Abbrucharbeiten) und WZ 43.9 (Sonstige spezialisierte Bautätigkeiten). Damit umfasst es die wichtigsten Bereiche für den Industriebau und ist geeignet, für die Baukosten im Industriebereich zu fungieren.",destatis 2017 Kostenstruktur der Unternehmen im Baugewerbe S. 7,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Bauen/Publikationen/Downloads-Baugewerbe-Struktur/kostenstruktur-baugewerbe-2040530177004.pdf?__blob=publicationFile
Ass_S_constr_renew_gas_wage_per_year_2017,ud,Jahresgehalt für Leute die eine EE_Gas Anlage bauen,47195.042683097665,€/a,Fact_B_P_constr_main_wage_2017/Fact_B_P_constr_main_emplo_2017,destatis 2017 Kostenstruktur der Unternehmen im Baugewerbe S. 68ff,https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Bauen/Publikationen/Downloads-Baugewerbe-Struktur/kostenstruktur-baugewerbe-2040530177004.pdf?__blob=publicationFile
Ass_R_D_fec_vehicles_2050,ui,Endenergiebedarfs aller Fahrzeuge in HH 2050,0.0,MWh/a,In Tabelle 31: Endenergiebedarfe differenziert nach Energieträger und Sektoren in GreenSupreme im Vergleich zu GreenEe2 sind die gesamten Kraftstoffverbrauche von HH mit 0 TWh/a angegeben.,UBA 2020 Greensupreme S. 82,
Ass_R_D_fec_vehicles_change,ud,Endenergiebedarfs aller Fahrzeuge in HH Veränderung,-1.0,%,"Da der gesamte Kraftstoffverbrauch der HH auf 0 sinkt, nehmen wir an, dass der EEV-Bedarf der Fahrzeuge in HH sich um -100% reduziert.",UBA 2020 Greensupreme S. 82,
Ass_R_D_fec_elec_elcon_2018,ui,Endenergiebedarfs elektrische Verbraucher ohne Wärmepumpe in HH 2018,99543789.0703771,MWh/a,"Vom Stromverbrauch 2018 wird der Strom für die Stromheizung sowie die Wärmepumpen abgezogen.
Berechnung =Fact_R_S_elec_fec_2018-Fact_R_S_elec_heating_fec_2018-Fact_R_S_orenew_fec_2018*Fact_R_S_ratio_heatpump_to_orenew_2018/Fact_R_S_heatpump_mean_annual_performance_factor_all",Berechnung,
Ass_R_D_fec_elec_elcon_2050,ui,Endenergiebedarfs aller Fahrzeuge in GHD inkl. Landwirtschaft 2050,75850000.0,MWh/a,"In Tabelle 31: Endenergiebedarfe differenziert nach Energieträger und Sektoren in GreenSupreme im Vergleich zu GreenEe2 ist der gesamte Stromverbrauch von HH mit 123 TWh/a angegeben. Davon siehen wir wieder den Strom der Stromheizungen ab (die vermutlich in GreenSupreme konstant gehalten werden) sowie die Hälfte der 47,8 TWh, die 2050 für Wärmepumpen verbraucht werden (S.84). Dass es die Hälfte ist, nehmen wir basierend auf unseren eigenen Kalkulationen an, wo im Deutschland-Szenario meist etwas mehr als die Hälfte des Wärmepumpen-Strombedarfs aus den HH stammt.
Berechnung =123000000-Fact_R_S_elec_heating_fec_2018-47800000/2","UBA 2020 Greensupreme S. 82, 84",
